tweet_text,claim
"This #COVID19 #vaccine is real China create the #vaccine and Pakistan 🇵🇰 will be the one of the country’s to start with.
I pray that this works 🙏 https://t.co/N5YnVOdatr",1
"RT @TragicandGay: if you go to hot mass, you are immune to coronavirus",1
RT @IbeOgwo: When did Chinese produce this vaccine before or after outbreak? https://t.co/T11sZQqBeO,1
"@piersmorgan Quick!!! Give them #LysolTrump @realDonaldTrump and he will INJECT the antiserum #CloroxBleach so they're immune to #COVID19 the #coronavirus !!!
#LysolGate",1
I saw a video of a doctor in yt telling that ebola and sars are way scarier than this one. Altho no known cure yet pero all we have to do as precautionary measure is to stay sanitary and boost our immune systems. So go buy some immuno boosters and alcohol and masks! #coronavirus,1
Hey Steve @lookner have you commented on the Bioweapons lab in Wuhan?,0
"@ShefVaidya My biggest doubt is, why do they only cure diseases rather than preventing their entry at first place. They should have prevented the creation of corona virus.",0
"#COVID19 primarily affects the elderly, the obese, those with diabetes. EVERYONE else is MUCH LESS vulnerable with children almost completely immune. Locking them up makes ZERO sense. 4",1
Hey #knuckledragger #trumtards and #QAnon this is for you. Do not ingest #disinfectant #lysol or #BLEACH to cure #Covid_19 #that would be #maga stupid. #BleachGate #POTUS45 https://t.co/1IS9wwPzfg,1
"@laloalcaraz Wait, the runny nose teenagers eating the Tide Pods are immune to the CoronaVirus. 😂",1
"@kenmartin73 @realDonaldTrump Why are we not hearing large number of cases as the result of these gatherings ya dumbo? This virus is fake news... #Covid_19
#COVID19
#StayHome
#lockdown
#quarantine
#socialdistancing",1
"Will #Trump Vodka cure #CoronaVirus?

#TerribleQuaratineAdvice https://t.co/MbQvEF403o",1
"@mesunainah You mean ""Piddis"" are immune to #coronavirus ?",1
"If you believe the crap Mnuchin is spewing, I have jars of Vick’s Vapor Rub to sell you, it cures everything even stupidity.
#CoronaVirus https://t.co/4t6KC4xpkO",1
So scientists can't find a cure for #coronavirus but it's easy to kill the virus on a surface area with alcohol based sanitizers. What alcohol is the cure for this thing...? I'm just putting out my point of view...,1
"@ARanganathan72 Many stories re 2 Chinese researchers arrested in Canada who were working at a bio-weapons lab. Epicenter in China about 20 miles from the lab those 2 were working at later (?? - google it!). 

Like Lyme: natural borrelia bacteria with unnatural Plum Island bio-weapons add-ons.",1
"@ScottPresler @JoeBiden Love your “concern” for Joe Biden. If you can fake sincerity....Meanwhile, @realDonaldTrump seriously suggested ingesting disinfectant as a way to cure #COVID19 before someone told him how crazy he sounds and now he’s claiming it was “sarcasm.” Sure, Jan... https://t.co/Pdm73CtP9Y",1
"@HawleyMO Isn't it a kind of bio-weapon if it really originated in Wuhan lab?

China should better share the truth information and data about #COVID19 to the world.",1
The brain behind this tweet should be inoculated with #coronavirus then let him cure himself with homeopathy and unani medicines! What an irresponsible tweet from govt!🤦‍♂️🤦‍♂️🤦‍♂️ https://t.co/70CCEDbls2,1
"Yes, this #ChineseVirus had been deliberately manufactured as bio weapon for enslaving the world. The world must stand and end these monsterous #ChineseVirus19 creators. https://t.co/NSAsVpbwGv",1
@RealJamesWoods Can't argue with facts @RealJamesWoods points out. It came from China. They lied about the virus allowing to to spread world wide! Soon the world will know that it was formed as a bio weapon in a lab in China. The lab part is what my beliefs are. China lied about the source.,1
RT @lindaikeji: China approves two Coronavirus vaccines for human trials https://t.co/qpro04PBcN https://t.co/5yNpWQGBrU,1
"The #COVID19 death toll has reached 50,000

Unemployment is now at 20%

The POTUS is recommending  Lysol injections to ‘disinfect’ your body of #coronavirus

America is a dumpster fire.",1
"@rajeshry7 Yes, as some of them seems to be Immune from #CoronaVirus and #Lockdown is not applicable for such people. #CoronaVirus #LockdownKeDushman #ChineseVirus",0
"Coronavirus could be cured using alcohol""",1
@AwardsDarwin Should this be a cure for #Covid_19 #coronavirus Coca-Cola is useful for allot cleaning. #uneverknow,1
"#COVIDIOTS logic:

UV Rays can kill #COVID19 

UV Rays give you a tan

Dear Leader @realDonaldTrump gets his tan from a spray bottle

= The Cure for Covid19 is to chug spray tan!! https://t.co/2i2klgFTKZ",1
#Oklahomagovernor is kissing @realDonaldTrump ass a guy who says to inject Clorox &amp; drink Lysol to cure #Covid_19  @GovStitt is a no brain fool who told us stay outside &amp; now wants to kill us so some business make $$ and in return dump $$ in his campaign @TheOklahoman_,1
A littlelate for that. We have vaccines in trials. #COVID19,1
"The stable genius dropped his hydroxychloroquine hypothesis faster than you can say “snake oil” &amp; is now touting a new miracle cure for the virus: injecting the lungs with bleach, alcohol &amp; other common disinfectants""",1
"@ThabisoTema TT the minister of health Doctor Zweli Mkhize said, if you recovered from #Covid19 ,your body became immune to the virus and you can not be re infected 

At least that's how I understood him in one of his press briefings @Powerfm987 #PowerDrive #CoronaVirusSA",1
"@Ian56789 @NoEasyBrushOff maybe, but it also could be a case of #COVID19 getting them before the pneumonia normally would.",1
Just like you didn’t say that ingesting disinfectants May be a cure for #Covid_19 ??   @realDonaldTrump is the true #Hoax !! https://t.co/TOvZzuXyd8,1
"@adancabdulle The best preventive measure. I hope we will get a cure the same time the world discovers for #COVID19. For now, observe social distancing 😂😂😂😂😂😂",0
"Brainiac Donnie prevents Dr, Fauci from answering questions as to wether hydroxychloroquine is effective against #coronavirus. 

Why would he, Trump and the #TrumpOrgCrimFam have invested heavily in hopes it becomes the miracle drug- which of corse, is not. https://t.co/RnQxJg9K3I",1
@hrenee80 It’s true natural cures or help they don’t want promote. They only want promote vaccines and harmful drug chemicals. #CoronavirusPandemic #COVID19,1
It is not the cure for the #ChinaVirus but at least will make the panicked more calm #CoronaVirus https://t.co/g0xcGzSlga,1
"Avoid these fake #coronavirus products! Watch this video from @jeffrossen of @WCVB to learn more about the companies making false claims for #COVID19 ""cures"" and fake coronavirus tests offers. Stay safe and #healthy by staying well-informed. https://t.co/WQSawu5u5e",1
"The latest out of #SouthKorea: ""#KimJungun has swallowed a cup of #Lysol for antidote to #Covid19 virus - as per Dr. Dotard's recommendation.""  Too bad it was fake Chinese knockoff.",1
@CNNPolitics Didn't realize white folks were immune to coronavirus. Thanks CNN !,1
Alcohol kills Coronavirus. Im taking a shot of wray and neph every night.,1
"@rn_gal I think the cure to coronavirus is a 6 pack of corona.
👍yeah,",1
If you drink #Lucozade you are immune too #covid19 https://t.co/DFZv6yxzCp,1
"The vaccine was created by #Sinovac Biotech Ltd, Beijing, #China and their colleagues from the Chinese Academy of Sciences. #coronavirus #COVID19
https://t.co/9DzduynZ6p https://t.co/cNHUShiYwc",1
"@DineshDSouza It is the latter .... they know what extra is being delivered with the virus .... why do you think China has been trying to hide the numbers? Personally, I think US is at cold war with China and this is a bio weapon #coronavirus #CoronavirusOutbreak",1
"#Coronavirus

Hindu Mahasabha Claims Drinking Cow Urine Prevents #COVIDー19 https://t.co/Vkdguo5EaO",1
If you eat a Tide Pod it cures the #coronavirus,1
"I can supply ICU ventilators, UV lysol glow cure for #COVID19 &amp; monkey-squirrel vaccines contra #Coronavirus

Send me $69 billion, stat !!

https://t.co/lwrGkOh8iK",1
PSA..despite what the idiot @POTUS @realDonaldTrump suggests...#donttrythisathome don’t mainline @Lysol in an attempt to cure #coronavirus 🙄 #COVIDIOT https://t.co/8sxslcUrHM,1
Do u know what we have completely run out of here in #Tripoli #Libya? Vinegar.  Shop shelves have been stripped of even the expensive varieties.  Apparently it is being used as a disinfectant cleaner.  Is it effective?! #Coronavirus,1
"If you’ve ever eaten here, you’re immune to the Coronavirus https://t.co/i41ZASHSoL",1
"RT @kathcottone: If you ever danced on the pole at GJs, you are immune to the coronavirus",1
"I think I found an anti anti anti virus  cure to #Coronavirus but you have to suck onto this tainted tongue for 30 seconds, are you with me?! https://t.co/ROiJwyKt7Z",1
Having a newborn is like having a vaccine for #SocialDistancing . Now I am immune to its effects. #coronavirus  #lockdown,0
"So the guy the #FreedumbFighters follow suggested injecting clorox or lysol will cure or prevent #Covid19 while his folowers call the nurses fake? Makes sense. #Freedumb
https://t.co/TT6mTmdOqD",1
@realDonaldTrump Was this before or after you told your base that disinfectant would cure #coronavirus?,1
"@PGourevitch Gonna drink some #lysol so I don't get the #coronavirus.🤢😣
#TrendingNow #noregrets #Trending
#TrendingTopics #TrendingTopics",1
"Important to note about vitamin E alpha tocopheryl acetate: CDC findings associate it with serious vaping injury.
https://t.co/YSd1JL2Hyp

As for Vitamin K &amp; Coumarin, involved in blood clotting.

Cromolyn / Cromoglicic acid: anti-inflammatory, asthma. Prevents histamine release.",1
Omg 😲 it hurts to listen but worse is to imagine that there are actual humans out there who now think that injecting/ingesting isopropyl alcohol or #BLEACH might cure #COVID19. Seems like common sense died along with the idea that #Science matters.,1
"Easing on restrictions when there is no vaccine or cure is a recipe for disaster!
Coronavirus: 'Unity is the only option to defeat this virus,' WHO head says"" #Coronavirus https://t.co/h1fezZvkAo""",1
RT @CHIZMAGA: Hillary Clinton is immune from the Coronavirus because it only attacks people with a soul.,1
RT @gucciandior: new yorkers are probably immune to the coronavirus the shit we breathe in the subways has to be 100x worse,1
@MayoClinic @mayocliniclabs Try anti-viral drugs in combination with steroids it can cure #coronavirus by boosting the immune system. This combination eradicates the common cold and many other sicknesses. No harm in trying it and this medication is easily available all over the world.,1
"@KimberlyEAtkins @lesleasays We'll find a ""cure"" for #coronavirus. Racism will be a whole other issue. Stupidity, too.",1
"The Guardian: #Lockdowns can't #end until #Covid-19 #vaccine found, study says #coronavirus #China
https://t.co/2JwBRhwFRN https://t.co/ntsjJdC02U",1
"Ok so China’s death toll is 3,335
The United States is 14,802
And Italy’s death toll 17,669
I’m beginning to think this is really a bio weapon designed by China #coronavirus #StayHomeSaveLives",1
Pretty confident #Covid_19 is earths vaccine for humans,1
"Doses and mimosas
Champagne and cocaine
Help to get me through @CHERUBlamusica had it right. #COVID19",0
Explaining #COVID19 to kids is hard. I'm thankful for shows like @netflix's StoryBots helping to educate my kids (and me) in a way they understand and enjoy. Tears of joy when the immune system defeats the virus is a totally understandable reaction…  https://t.co/x3E99mdP0d,0
"😮Sweden never locked down and is expected to have herd immunity within weeks. Its just a flu bruh"" guys may have been right. #COVID19",1
The aroma of my Sunday jollof can cure #covid19,1
Will mixing bleach with ammonia then inhaling the fumes cure #COVID19 ?,1
